"accuratePass" "lostCorners" "goalsConceded" "saves" "penaltyFaced" "goalKicks" "totalPass" "gameStarted" "totalTackle" "penGoalsConceded" "minsPlayed" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "blockedScoringAtt" "totalScoringAtt" "totalThrows" "totalSubOff" "shotOffTarget" "wonCorners" "cornerTaken" "penaltyConceded" "yellowCard" "ontargetScoringAtt" "fouls" "wonTackle" "wasFouled" "goals" "totalSubOn" "stats[2, ]" "totalOffside" "local" "id_partido" "penaltyWon" "goalAssist" "cleanSheet" "ownGoals" "penaltySave" "secondYellow" "redCard"
"5" NA NA NA NA NA "8" "1" "1" NA "22" NA "4" "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "egtgh020fql8klder6z0l5m8l" "Midfielder" NA NA "1" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
"6" "1" "1" NA NA NA "12" "1" "2" NA "70" "1" "7" "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "25pm9apv0yctndmw8jikx4kbt" "Midfielder" NA "1" NA "1" "1" NA NA NA NA NA "1" "1" NA NA NA NA NA FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
"25" NA "1" NA NA NA "29" "1" "2" NA "90" NA "9" "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "280mxjb8x9uaep2d1vntfis8a" "Striker" "1" "2" NA NA NA NA NA NA NA "1" "1" "2" "2" NA NA NA "2" FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
"11" NA "1" NA NA NA "17" "1" NA NA "78" "1" "10" "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "7mier6mr221eq1mzgs1nahje2" "Striker" NA "1" NA "1" NA NA NA NA NA "1" "1" NA NA "1" NA NA "1" FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
"14" NA "1" NA NA NA "18" NA "1" NA "68" NA "0" "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "e40fleaz6pfz1nl7kya43joq" "Substitute" NA "1" NA NA "1" NA NA NA NA NA "2" "1" "1" NA "1" NA NA FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "eccj5bfspz8hqyk8b9e9jnydx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
"5" NA NA NA NA NA "7" NA NA NA "12" NA "0" "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "40c1t6fe4utsw9nijfnmjlpt5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA "1" NA "2" FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "djdeuyxnviw5adea22tfa0oa1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "3qoffgjieszei3gmj46bc6msp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "4vzwvsowsoth10q69cyd22m3u" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "3qsge1pjboon69f8ftm75d97t" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
"6" NA NA NA NA NA "8" NA "3" NA "20" "1" "0" "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "ajh2kqtp6uot3jamv860ifa0a" "Substitute" "1" "1" "1" NA NA NA NA NA NA NA NA "2" NA NA "1" NA "1" FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "50ayd0pajir8z5jjo31vd9g16" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-12Z" "2lqlaup274cnqxj4xedyqm9xd" "Korea DPR U20" "bvb3029xwtg54v5iroe2gmyy2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "diflsmqqluvvtcae0pp24fecq" NA NA NA NA NA NA NA
"15" "3" "2" "7" NA "6" "15" "1" NA NA "90" "2" "1" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "9wa137i365zgqdinaynuqicmi" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"20" "1" "2" NA NA NA "35" "1" "3" NA "90" "3" "3" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "87futbbk6y15fu84ijqsqkxuy" "Defender" NA NA "11" NA NA "1" NA NA NA NA NA "2" "1" NA NA NA NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"84" NA "2" NA NA NA "95" "1" "4" NA "90" "11" "6" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "1ux23xgrxt6yhs593984knfje" "Defender" NA "1" NA NA "1" "1" NA NA NA NA NA "4" NA NA NA NA NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"71" NA "2" NA NA NA "89" "1" "5" NA "90" "6" "5" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "9ixy262hyouzb9sfagc2918iy" "Defender" NA NA NA NA NA NA NA NA NA NA NA "5" NA NA NA NA NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"23" NA "2" NA NA NA "30" "1" "6" NA "90" "2" "2" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "dzkrb2w93tdj98grq7nyy8qju" "Defender" NA NA "12" NA NA NA NA NA NA NA NA "5" NA NA NA NA NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"46" NA "2" NA NA NA "59" "1" "3" NA "90" "1" "4" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "az2u54grnabjwxfa2gskqc5t6" "Defensive Midfielder" NA NA NA NA NA NA NA NA NA NA NA "3" "1" NA NA NA NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"17" NA "2" NA NA NA "25" "1" NA NA "45" NA "8" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "exkg12mgxpo4hgo0bdukfjy3u" "Defensive Midfielder" NA NA NA "1" NA "1" NA NA NA NA NA NA "1" NA NA NA NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"9" NA "2" NA NA NA "12" "1" "2" NA "90" "2" "11" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "3xoug6knnyh7g765iqugpsep6" "Attacking Midfielder" "2" "4" "1" NA NA "2" NA NA "1" "2" "2" "2" "1" NA NA NA "2" TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"18" NA "2" NA NA NA "24" "1" "2" NA "90" NA "10" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "b4zcibj4aqfb7fr7dzxitxp4a" "Attacking Midfielder" NA "1" NA NA "1" NA NA NA NA NA NA "2" "3" NA NA NA NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"6" NA "2" NA NA NA "8" "1" "3" NA "79" NA "7" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "a6zafkrudz7e1wxx8zpoxa0kq" "Attacking Midfielder" NA NA NA "1" NA NA NA NA NA NA "1" "3" "2" NA NA NA NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"26" NA "2" NA NA NA "34" "1" NA NA "79" NA "9" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "63rx43jbjb8kmuumisoy0siy" "Striker" NA "1" "1" "1" "1" NA "5" NA NA NA NA NA "1" NA NA NA NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "j7esso3egram0xdtzk14d84q" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "34tt67s9hrz2zqsshkagq3alm" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"7" NA NA NA NA NA "8" NA NA NA "11" "1" "0" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "5ix41a5hnph7c0iowqr849h0q" "Substitute" NA NA "3" NA NA NA NA NA NA NA NA NA NA NA "1" NA NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "do74bqer0a27gstxo2qoo6zqi" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "8oaq8cxlsrs0r8qoypaugu2y2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"2" NA NA NA NA NA "2" NA NA NA "11" NA "0" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "2a2bkx3ksx1lagey45gcvah91" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA "1" NA NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "cauyq4wvb4qu4803pvbp64p62" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"9" NA NA NA NA NA "13" NA "1" NA "45" NA "0" "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "8sj1zou3yyy05eye1vv2yzfca" "Substitute" NA "3" NA NA "1" NA NA NA NA "2" NA "1" NA NA "1" NA NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "erbwc4eapap0ovwgqkz3h2hka" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "67fo0gh101ndy1hspoo5cehyi" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"23" NA NA "4" NA "6" "35" "1" NA NA "90" NA "1" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "7qvhdchag7s42he71k28ctmtx" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA "1" NA NA NA NA
"38" NA NA NA NA "1" "44" "1" "3" NA "90" "3" "3" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "cb60xjrkw8lilcyut0hvdlwix" "Defender" NA NA "10" NA NA NA NA NA NA NA "2" "2" NA NA NA NA NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA "1" NA NA NA NA
"35" NA NA NA NA NA "43" "1" "3" NA "90" "3" "6" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "9lubh9wmixrdw0ttdyacul33d" "Defender" NA NA NA NA NA NA NA NA NA NA NA "3" NA NA NA NA NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA "1" NA NA NA NA
"43" "2" NA NA NA NA "52" "1" NA NA "90" "3" "5" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "90j0tep6q5ekv8r9pfwx3fbvt" "Defender" NA NA "1" NA NA NA NA NA NA NA NA NA "1" NA NA NA NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA "1" "1" NA NA NA NA
"7" "1" NA NA NA NA "10" "1" NA NA "60" NA "2" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "agdmqurwrf5k6izewj4voxcdl" "Defender" NA NA "5" "1" NA NA NA NA NA NA "2" NA NA NA NA NA NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"27" NA NA NA NA NA "42" "1" "1" NA "90" NA "4" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "25ord6k6oglqdzt77nrs19e5l" "Defensive Midfielder" "1" "3" "1" NA "2" NA "3" NA NA NA "2" NA NA NA NA NA NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA "1" NA NA NA NA
"36" "1" NA NA NA NA "43" "1" "6" NA "90" "1" "8" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "2ij21gq2d0xqcyho9t49glkvd" "Defensive Midfielder" NA "3" NA NA "1" NA NA NA NA "2" NA "4" "1" NA NA NA NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA "1" NA NA NA NA
"29" NA NA NA NA NA "38" "1" "2" NA "81" "1" "11" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "9lt9pjnkuty7j6uwd5cvctwbt" "Attacking Midfielder" "1" "2" "3" "1" NA NA NA NA NA "1" "1" "2" NA NA NA NA NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"23" NA NA NA NA NA "30" "1" NA NA "90" "2" "10" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "eq5z0yyr2uh1fvs5v2v8zipjp" "Attacking Midfielder" NA "1" NA NA NA NA "1" NA NA "1" NA NA NA "1" NA NA NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA "1" NA NA NA NA
"29" NA NA NA NA NA "39" "1" "3" NA "90" NA "7" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "4e5uudlm9l34xd07i6dlus6ax" "Attacking Midfielder" NA "1" "1" NA NA NA NA NA NA "1" "2" "2" "1" "1" NA NA "1" FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA "1" NA NA NA NA
"8" NA NA NA NA NA "11" "1" "1" NA "45" NA "9" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "eqfpy2v3q1fzy13317hwl8yc5" "Striker" NA "1" NA "1" NA "1" NA NA NA "1" NA "1" NA NA NA NA "1" FALSE "7vuvgghanmxzf166aoyhb6iju" NA "1" NA NA NA NA NA
"15" NA NA NA NA NA "21" NA NA NA "45" NA "0" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "5uli2vvgaigz4yf05bwy81l2h" "Substitute" "1" "4" NA NA "1" "2" NA NA NA "2" NA NA NA NA "1" NA NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "5ilgdjgv6dkuxd2fnlyw27t2h" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"1" NA NA NA NA NA "3" NA NA NA "9" NA "0" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "4h4v3c01l7hjkfnnz9ef8i5m1" "Substitute" NA NA "1" NA NA NA NA NA NA NA "1" NA NA NA "1" NA NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "2p69nbdwmwz4zs1um0tzia0vd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "avud4qv9xovwlr2pxc8fcmiuh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"10" "1" NA NA NA NA "13" NA NA NA "30" "3" "0" "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "1l4s1w66pir9xk79jp78bxnmx" "Substitute" NA "1" "4" NA NA "1" NA NA NA "1" "1" NA NA NA "1" NA NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "b2mryhuocolwuqdmvjg9ltql1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "1h4ir992dq9pp18iyekhkotsl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "6i71063juhqq2d35riwhr1uqx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-09Z" "2f5bstjn3f8j266lr1qbe7cv6" "Germany U20" "3yuhxhi6sh5z2wh6sigeydtk9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "7vuvgghanmxzf166aoyhb6iju" NA NA NA NA NA NA NA
"12" "1" "1" "5" NA "6" "25" "1" NA NA "90" "1" "1" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "9wa137i365zgqdinaynuqicmi" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA "2" NA NA NA NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
"23" NA NA NA NA NA "29" "1" "2" NA "69" "3" "3" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "87futbbk6y15fu84ijqsqkxuy" "Defender" NA NA "7" "1" NA "1" "1" NA NA NA "1" "1" NA NA NA NA NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA "1" NA NA NA NA NA
"50" "1" "1" NA NA NA "60" "1" NA NA "90" "9" "6" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "1ux23xgrxt6yhs593984knfje" "Defender" NA "1" NA NA "1" NA NA NA NA NA NA NA "1" NA NA NA NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
"54" "2" "1" NA NA NA "64" "1" "4" NA "90" "14" "5" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "9ixy262hyouzb9sfagc2918iy" "Defender" NA NA NA NA NA NA NA NA NA NA NA "1" "1" NA NA NA NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
"29" "1" "1" NA NA NA "35" "1" "4" NA "90" "7" "2" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "dzkrb2w93tdj98grq7nyy8qju" "Defender" NA NA "8" NA NA NA NA NA NA NA NA "3" "1" NA NA NA NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA "1" NA NA NA
"35" NA "1" NA NA NA "44" "1" "1" NA "90" NA "4" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "az2u54grnabjwxfa2gskqc5t6" "Defensive Midfielder" NA NA NA NA NA NA NA NA NA NA NA "1" "1" NA NA NA NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
"20" NA "1" NA NA NA "24" "1" "1" NA "90" NA "8" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "exkg12mgxpo4hgo0bdukfjy3u" "Defensive Midfielder" NA "3" NA NA "2" NA NA NA NA "1" NA "1" "5" "1" NA NA NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
"25" NA NA NA NA NA "30" "1" "4" NA "63" NA "11" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "63rx43jbjb8kmuumisoy0siy" "Attacking Midfielder" NA "1" "1" "1" "1" NA "3" NA NA NA NA "2" "2" NA NA NA NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
"27" NA "1" NA NA NA "32" "1" "4" NA "90" "3" "10" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "b4zcibj4aqfb7fr7dzxitxp4a" "Attacking Midfielder" "1" "2" NA NA "1" NA NA NA NA NA NA "2" "4" NA NA NA NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
"16" NA "1" NA NA NA "20" "1" "2" NA "89" NA "7" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "a6zafkrudz7e1wxx8zpoxa0kq" "Attacking Midfielder" NA "1" NA "1" NA "3" NA NA NA "1" "1" "1" NA NA NA NA NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
"21" NA "1" NA NA NA "26" "1" "2" NA "90" NA "9" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "8sj1zou3yyy05eye1vv2yzfca" "Striker" "2" "4" NA NA NA "3" NA NA NA "2" "1" "1" NA NA NA NA "2" TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
"1" NA NA NA NA NA "1" NA NA NA "1" NA "0" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "j7esso3egram0xdtzk14d84q" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
"2" "2" "1" NA NA NA "5" NA NA NA "27" "3" "0" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "5ix41a5hnph7c0iowqr849h0q" "Substitute" NA "1" "9" NA NA NA NA NA NA "1" NA NA NA NA "1" NA NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "34tt67s9hrz2zqsshkagq3alm" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "do74bqer0a27gstxo2qoo6zqi" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "8oaq8cxlsrs0r8qoypaugu2y2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
"10" NA "1" NA NA NA "10" NA "1" NA "21" NA "0" "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "2a2bkx3ksx1lagey45gcvah91" "Substitute" NA "1" NA NA NA NA "3" NA NA "1" NA NA NA NA "1" NA NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "cauyq4wvb4qu4803pvbp64p62" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "erbwc4eapap0ovwgqkz3h2hka" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA "2018-08-13Z" "duwxqcjz5iif8annvnkyagvht" "China PR U20" "67fo0gh101ndy1hspoo5cehyi" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "7w6vfa2bmwit96k3x8rzs5eui" NA NA NA NA NA NA NA
