"accuratePass" "goalsConceded" "saves" "goalKicks" "totalPass" "gameStarted" "minsPlayed" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "lostCorners" "totalScoringAtt" "totalThrows" "totalTackle" "shotOffTarget" "fouls" "wasFouled" "ontargetScoringAtt" "goals" "totalSubOff" "wonCorners" "yellowCard" "cornerTaken" "totalSubOn" "stats[2, ]" "local" "id_partido" "blockedScoringAtt" "totalOffside" "goalAssist" "cleanSheet" "ownGoals" "redCard" "penaltyFaced" "penGoalsConceded" "penaltyConceded" "penaltyWon" "penaltySave" "secondYellow"
"27" "3" NA NA "36" "1" "90" NA "7" "2017-10-18Z" "4jn3ho488kzajzwbjc41069ea" "Honduras U17" "4di5fe8ewh5fpduq6hobilvjd" "Attacking Midfielder" "2" NA "3" NA "2" "3" "1" "1" NA NA NA NA NA "1" NA NA FALSE "12982n4mfgfxgyd29qdxz5roq" NA NA NA NA NA NA NA NA NA NA NA NA
"3" "2" NA NA "5" "1" "45" "1" "9" "2017-10-18Z" "4jn3ho488kzajzwbjc41069ea" "Honduras U17" "da2bodsw8f7i33pku77mvgqg9" "Striker" "1" "1" NA NA "1" NA NA NA NA NA "1" NA NA NA NA NA FALSE "12982n4mfgfxgyd29qdxz5roq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-18Z" "4jn3ho488kzajzwbjc41069ea" "Honduras U17" "cdhzqnieaaihvvu3aqrfv3d9l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "12982n4mfgfxgyd29qdxz5roq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-18Z" "4jn3ho488kzajzwbjc41069ea" "Honduras U17" "3ncdmh9vn1vonj9oq8l19pe5l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "12982n4mfgfxgyd29qdxz5roq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-18Z" "4jn3ho488kzajzwbjc41069ea" "Honduras U17" "1fml5xix2iyhuw2q2xrn68lt6" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "12982n4mfgfxgyd29qdxz5roq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-18Z" "4jn3ho488kzajzwbjc41069ea" "Honduras U17" "as8fduzeik6k4u37l7pihskp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "12982n4mfgfxgyd29qdxz5roq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-18Z" "4jn3ho488kzajzwbjc41069ea" "Honduras U17" "8dwv5xpcr7eo0b3ppmlwprlyh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "12982n4mfgfxgyd29qdxz5roq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-18Z" "4jn3ho488kzajzwbjc41069ea" "Honduras U17" "6309jarpibalb47bw6tfzszmy" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "12982n4mfgfxgyd29qdxz5roq" NA NA NA NA NA NA NA NA NA NA NA NA
"2" NA NA NA "2" NA "2" NA "0" "2017-10-18Z" "4jn3ho488kzajzwbjc41069ea" "Honduras U17" "8ow3sey1wsm3bhmnd2xk9zvca" "Substitute" NA NA "1" NA NA "1" NA NA NA NA NA NA NA NA "1" NA FALSE "12982n4mfgfxgyd29qdxz5roq" NA NA NA NA NA NA NA NA NA NA NA NA
"10" "1" NA NA "16" NA "45" NA "0" "2017-10-18Z" "4jn3ho488kzajzwbjc41069ea" "Honduras U17" "eevar5wihmttwctq02fnbvqw9" "Substitute" NA NA "1" NA "2" NA NA "1" "1" NA NA NA NA "1" "1" NA FALSE "12982n4mfgfxgyd29qdxz5roq" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-18Z" "4jn3ho488kzajzwbjc41069ea" "Honduras U17" "6xjjh5x75vpzmxcufrppnrs6i" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "12982n4mfgfxgyd29qdxz5roq" NA NA NA NA NA NA NA NA NA NA NA NA
"7" "1" NA NA "10" NA "45" "1" "0" "2017-10-18Z" "4jn3ho488kzajzwbjc41069ea" "Honduras U17" "2zkatnb8flv3m744d3epym0a1" "Substitute" "1" NA NA NA "1" NA NA NA NA NA NA "1" NA NA "1" NA FALSE "12982n4mfgfxgyd29qdxz5roq" NA NA NA NA NA NA NA NA NA NA NA NA
"23" NA "10" "17" "31" "1" "90" NA "1" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "1xby8xmlvh1g5j4sw2eorcl49" "Goalkeeper" NA "4" NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA "1" NA NA NA NA NA NA NA NA
"41" NA NA NA "49" "1" "90" "4" "3" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "avrafbh1kctz4io6h1fthedih" "Defender" "3" "1" "1" "12" "5" "1" "1" NA NA NA NA NA NA NA NA NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA "1" NA NA NA NA NA NA NA NA
"47" NA NA NA "56" "1" "90" "11" "6" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "4nxwulhcslrexfhyo83lj8kix" "Defender" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA "1" NA NA NA NA NA NA NA NA
"42" NA NA NA "45" "1" "90" "7" "5" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "cvaxfefhg7om26x0gnqnpw3xl" "Defender" "1" NA NA NA "2" NA "1" NA NA NA NA NA NA NA NA NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA "1" NA NA NA NA NA NA NA NA
"35" NA NA NA "49" "1" "90" "2" "2" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "94vz9l4bhvsvs9909kksvs3qh" "Defender" "3" "5" NA "10" "6" NA "2" "1" NA NA NA NA NA NA NA NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA "1" NA NA NA NA NA NA NA NA
"36" NA NA NA "41" "1" "52" NA "4" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "d7k81mlt4vh9lex8fd10tigh5" "Defensive Midfielder" NA NA NA NA NA NA NA NA NA NA "1" NA NA NA NA NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"22" NA NA NA "29" "1" "90" NA "11" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "evlxqujazgf6wz7gy97g73aw9" "Midfielder" "3" NA "2" NA "5" "2" NA "1" NA NA NA "1" NA "1" NA NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA "1" "1" NA NA NA NA NA NA NA NA
"41" NA NA NA "45" "1" "62" NA "10" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "2bdwdmbf1ty0nwmu6hjysupk9" "Midfielder" "1" NA "1" NA "2" NA "3" NA "1" "1" "1" NA NA NA NA NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"51" NA NA NA "60" "1" "90" "2" "8" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "5e13xwlorl1gjrnjjtfnzawa1" "Midfielder" NA NA NA NA "2" NA "1" "1" NA NA NA NA NA NA NA NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA "1" NA NA NA NA NA NA NA NA
"50" NA NA NA "54" "1" "90" "1" "7" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "9c9v6wjh3fufmds8nm5aqfmcp" "Midfielder" "4" "1" NA NA "7" NA NA NA NA NA NA NA NA "1" NA NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA "1" NA NA NA NA NA NA NA NA
"12" NA NA NA "18" "1" "74" NA "9" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "drtfhsho2kjit9gfq6u9eujmx" "Striker" NA NA "1" NA NA "1" NA "4" NA NA "1" "1" NA NA NA NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"20" NA NA NA "23" NA "28" "2" "0" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "9y1n41aljqama1mq47794h621" "Substitute" "1" NA NA NA "1" NA "1" NA NA NA NA NA "1" NA "1" NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "4llri4uovs43vn8bi0rbn6b55" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "dr5d292l31grujw2cjjyx4cq2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "4xnor5gc2lnpk1siip7yj4lih" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"12" NA NA NA "17" NA "38" "3" "0" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "9fpb7g8ij9dqtuqhnimy5fap5" "Substitute" NA "2" "1" NA NA NA NA NA "1" NA NA NA NA NA "1" NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"2" NA NA NA "4" NA "16" NA "0" "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "42g32g8di9nd4fol12sjj4nvt" "Substitute" "1" NA "2" NA "1" NA NA "1" "1" "1" NA NA NA NA "1" NA TRUE "2hvf2ocgvc9k8so9ggl2a2dey" "1" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "evdhe2j9k1smuk1ul7woo3h0p" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "cdtqwtqf0k8ej2lwipsu00huy" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "ue21v40lpfq648asxkvmvfje" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "nl4z5xwpj7p65ieckie8dfqh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"10" "2" "1" "7" "16" "1" "90" "1" "1" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "b3jzixe1q1zfkwta4hahssdbe" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"41" "2" NA NA "44" "1" "90" NA "3" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "5nmwnz58twsw5h33k7igex7je" "Defender" NA NA "1" "9" NA NA "1" NA NA NA NA "3" NA NA NA NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" "1" NA NA NA NA NA NA NA NA NA NA NA
"39" "2" NA NA "48" "1" "90" "2" "6" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "w2vl9v64tb5m7tzoj20aemay" "Defender" "3" "1" "1" "1" "3" NA "1" "1" "1" NA NA "1" NA "1" NA NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"25" "2" NA NA "29" "1" "90" "1" "5" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "tgoryz5bflf6c6p70yya8yga" "Defender" "2" NA NA NA "4" NA "1" NA NA NA NA NA "1" NA NA NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"43" "2" NA NA "53" "1" "90" "1" "2" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "50fuvxhgkf90m6pd2s3xh97ca" "Defender" NA "1" NA "10" NA NA "1" NA NA NA NA "1" NA "1" NA NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"52" "1" NA NA "56" "1" "72" NA "4" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "1cymr8nuh9bzfcvc7vnkafuju" "Defensive Midfielder" "1" NA "1" NA "1" "1" "2" NA NA NA "1" NA NA NA NA NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"24" "2" NA NA "26" "1" "90" NA "11" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "1ijd2w1daaf4b3j5ql43xbskq" "Midfielder" NA NA "1" "3" NA "1" NA "1" NA NA NA "1" NA "3" NA NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"54" "1" NA NA "61" "1" "81" NA "10" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "8ckhpp54jbvoyd2trwjdyt1ey" "Midfielder" "2" NA "7" NA "3" "4" "2" "2" "2" NA "1" "2" NA "4" NA NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" "1" NA NA NA NA NA NA NA NA NA NA NA
"70" "2" NA NA "77" "1" "90" NA "8" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "2rio84cmao72sc7lnsodwzzhm" "Midfielder" "1" NA "5" NA "1" "3" "1" "3" "2" NA NA NA NA NA NA NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"21" "1" NA NA "25" "1" "76" NA "7" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "ckpzr2b77xmqaty1mhuu2clm2" "Midfielder" NA NA "1" "2" NA NA NA "2" NA NA "1" "1" NA "5" NA NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" "1" NA NA NA NA NA NA NA NA NA NA NA
"14" "2" NA NA "18" "1" "90" NA "9" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "ahv7cwytku1n7jwn3qx2ohqwa" "Striker" NA NA "4" "1" NA "1" NA NA "1" NA NA "3" NA NA NA NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" "2" "1" NA NA NA NA NA NA NA NA NA NA
"1" "1" NA NA "1" NA "9" NA "0" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "a0woxqoq0agepsp41935lja0a" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "1" NA NA "1" NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "6vx4qtszqrn4ynbmkkpvchpbe" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "af71ypcle48d0ykj5t2o7hg16" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "12uxqpy1ctpyaqv2i9mx1iicq" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"11" "1" NA NA "14" NA "18" NA "0" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "19m0uqmf1otcekssb7tbrl1m2" "Substitute" NA NA "4" NA NA NA NA NA "4" NA NA "1" NA NA "1" NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "qu6lyzle6s9leedy0pfuhlre" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "e4brbiltq2kec4ti0lotpzuju" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "88fx4c7jso6mi3a3dmi4zk6sq" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
NA "1" NA NA "2" NA "14" NA "0" "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "6e80j0k5v4d5k0bgmirwjqlii" "Substitute" "1" NA "2" NA "1" "1" NA NA NA NA NA NA NA NA "1" NA FALSE "2hvf2ocgvc9k8so9ggl2a2dey" "1" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-28Z" "9yf93a0fp1mc0ximh00rpypo5" "Mali U17" "8a2x5o8oz1vqy018og6bx3d62" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "2hvf2ocgvc9k8so9ggl2a2dey" NA NA NA NA NA NA NA NA NA NA NA NA
"8" "1" "3" "4" "16" "1" "90" "2" "1" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "1xby8xmlvh1g5j4sw2eorcl49" "Goalkeeper" NA "3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"44" "1" NA NA "57" "1" "90" "4" "3" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "avrafbh1kctz4io6h1fthedih" "Defender" "1" "1" NA "9" "1" NA "1" NA NA NA NA NA NA NA NA NA TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"61" "1" NA NA "65" "1" "64" "5" "6" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "4nxwulhcslrexfhyo83lj8kix" "Defender" NA "3" NA NA NA NA NA NA NA NA "1" NA NA NA NA NA TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"55" "1" NA NA "57" "1" "90" NA "5" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "cvaxfefhg7om26x0gnqnpw3xl" "Defender" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"48" "1" NA NA "48" "1" "90" "1" "2" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "94vz9l4bhvsvs9909kksvs3qh" "Defender" "1" "3" "2" "8" "1" "2" NA NA NA NA NA NA NA NA NA NA TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA "1" NA NA NA NA NA NA NA
"32" "1" NA NA "39" "1" "60" "4" "4" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "d7k81mlt4vh9lex8fd10tigh5" "Defensive Midfielder" NA "1" NA NA NA NA "1" NA NA NA "1" NA NA NA NA NA TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"16" "1" NA NA "20" "1" "71" NA "11" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "evlxqujazgf6wz7gy97g73aw9" "Midfielder" NA NA "1" NA "3" "1" "2" NA NA NA "1" NA NA NA NA NA TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"49" "1" NA NA "53" "1" "90" NA "10" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "2bdwdmbf1ty0nwmu6hjysupk9" "Midfielder" NA NA "1" NA NA NA "5" "4" "1" NA NA "1" "1" "1" NA NA TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"65" "1" NA NA "70" "1" "90" NA "8" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "5e13xwlorl1gjrnjjtfnzawa1" "Midfielder" "1" NA "1" "1" "2" "1" NA "2" NA NA NA NA NA NA NA NA TRUE "bjey5mlqvzz0abofhoggov816" NA NA "1" NA NA NA NA NA NA NA NA NA
"49" "1" NA NA "55" "1" "90" NA "7" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "9c9v6wjh3fufmds8nm5aqfmcp" "Midfielder" "1" NA "2" NA "1" NA NA NA "2" "1" NA NA NA NA NA NA TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"13" "1" NA NA "15" "1" "90" "3" "9" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "drtfhsho2kjit9gfq6u9eujmx" "Striker" NA NA "3" NA NA NA "1" "1" "2" "1" NA NA NA NA NA NA TRUE "bjey5mlqvzz0abofhoggov816" "1" "1" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "9y1n41aljqama1mq47794h621" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"7" NA NA NA "10" NA "26" "2" "0" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "4llri4uovs43vn8bi0rbn6b55" "Substitute" NA NA NA NA "1" NA "1" NA NA NA NA NA NA NA "1" NA TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "dr5d292l31grujw2cjjyx4cq2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "4xnor5gc2lnpk1siip7yj4lih" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"8" NA NA NA "10" NA "30" "1" "0" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "9fpb7g8ij9dqtuqhnimy5fap5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "42g32g8di9nd4fol12sjj4nvt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"6" NA NA NA "8" NA "19" NA "0" "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "evdhe2j9k1smuk1ul7woo3h0p" "Substitute" "2" NA NA NA "2" NA NA NA NA NA NA NA NA NA "1" NA TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "ue21v40lpfq648asxkvmvfje" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "603sjct5syn537sfee5vgztm1" "Brazil U17" "nl4z5xwpj7p65ieckie8dfqh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"23" "2" "3" "6" "27" "1" "90" "2" "1" "2017-10-07Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "gy3gs4j5xmdzmzh3uwwxteqx" "Goalkeeper" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"43" "2" NA NA "46" "1" "90" "2" "3" "2017-10-07Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "bqb9wziyiw0rngildx44uhxbd" "Defender" NA NA NA "11" NA NA NA "1" NA NA NA "1" NA NA NA NA FALSE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
"46" "2" NA NA "50" "1" "90" NA "6" "2017-10-07Z" "hry88v6s26gd6f9jvbtz57h1" "Spain U17" "e7del0ovpcpntqdgh8idxok4p" "Defender" NA NA NA "1" NA NA "1" "1" NA NA NA NA NA NA NA NA FALSE "bjey5mlqvzz0abofhoggov816" NA NA NA NA NA NA NA NA NA NA NA NA
